iter	MultiClass
772	0.4184782976
773	0.4184748862
774	0.4184665562
775	0.4184556219
776	0.4184503435
777	0.4184402482
778	0.4184318205
779	0.4184285527
780	0.4184201649
781	0.4184103566
782	0.4184074765
783	0.418403636
784	0.418393883
785	0.4183886019
786	0.4183819927
787	0.4183799182
788	0.4183599944
789	0.4183464144
790	0.4183397687
791	0.4183275452
792	0.418320506
793	0.4183186703
794	0.4183160378
795	0.4183092804
796	0.418304281
797	0.4182998401
798	0.4182948215
799	0.4182893077
800	0.4182832983
801	0.4182741846
802	0.4182706256
803	0.4182669882
804	0.4182608743
805	0.4182544248
806	0.4182530427
807	0.4182470953
808	0.4182433293
809	0.418239399
810	0.4182344426
811	0.4182298931
812	0.4182250551
813	0.4182208764
814	0.4182192389
815	0.418216486
816	0.4182103417
817	0.4182050449
818	0.4182003514
819	0.4181976317
820	0.4181904092
821	0.4181849942
822	0.4181783328
823	0.4181742518
824	0.418165735
825	0.4181577138
826	0.4181555316
827	0.4181511093
828	0.4181467228
829	0.418144654
830	0.4181411935
831	0.4181388439
832	0.4181332074
833	0.4181262808
834	0.418116979
835	0.4181145135
836	0.4181112128
837	0.4181054495
838	0.4180936164
839	0.4180890414
840	0.418077844
841	0.4180577475
842	0.4180551778
843	0.4180518863
844	0.4180429975
845	0.4180315401
846	0.4180254702
847	0.4180169439
848	0.4180116825
849	0.4180057945
850	0.4180020427
851	0.4179989767
852	0.4179924814
853	0.417989869
854	0.4179766193
855	0.4179745554
856	0.4179669938
857	0.4179543012
858	0.4179460671
859	0.4179370849
860	0.4179321108
861	0.4179288412
862	0.4179201713
863	0.417914459
864	0.4179009723
865	0.4178935429
866	0.417888216
867	0.4178754613
868	0.4178667715
869	0.4178618211
870	0.4178408769
871	0.417827943
872	0.4178190831
873	0.4178060484
874	0.4177994751
875	0.4177885156
876	0.4177819311
877	0.4177779314
878	0.4177613184
879	0.4177572442
880	0.4177501363
881	0.4177451859
882	0.417740062
883	0.41773748
884	0.4177355484
885	0.4177321425
886	0.4177274201
887	0.4177237204
888	0.4177209708
889	0.4177172623
890	0.417712256
891	0.4177088722
892	0.4177029482
893	0.4176952093
894	0.4176922738
895	0.4176841265
896	0.4176729843
897	0.4176705446
898	0.4176649178
899	0.4176510892
900	0.4176458464
901	0.4176405144
902	0.4176344992
903	0.417632327
904	0.4176294238
905	0.4176266876
906	0.417618169
907	0.4176151734
908	0.4176123159
909	0.4176048711
910	0.4175925517
911	0.4175877493
912	0.4175773538
913	0.4175728072
914	0.4175689606
915	0.4175621745
916	0.4175581455
917	0.41754581
918	0.4175433842
919	0.4175233797
920	0.4175200142
921	0.4175035973
922	0.4174914627
923	0.4174821064
924	0.4174779136
925	0.4174742754
926	0.4174684474
927	0.4174616369
928	0.4174590618
929	0.4174558308
930	0.4174527839
931	0.417443942
932	0.4174344068
933	0.4174242325
934	0.4174199309
935	0.4174171306
936	0.4174133324
937	0.4174100599
938	0.4174018952
939	0.4173967798
940	0.4173926316
941	0.4173892512
942	0.4173857097
943	0.4173827236
944	0.4173808745
945	0.4173762779
946	0.4173715373
947	0.41735986
948	0.4173489974
949	0.4173423012
950	0.4173368926
951	0.4173306439
952	0.4173216182
953	0.4173120266
954	0.4173068449
955	0.4173011758
956	0.4172979961
957	0.4172935176
958	0.417282769
959	0.4172808618
960	0.4172770089
961	0.4172666491
962	0.4172643379
963	0.4172533969
964	0.4172453923
965	0.4172387253
966	0.4172360583
967	0.4172263903
968	0.4172158803
969	0.4172096014
970	0.4172076416
971	0.4171996821
972	0.4171918926
973	0.4171836694
974	0.4171802185
975	0.4171745438
976	0.4171720544
977	0.4171677811
978	0.4171613273
979	0.4171579643
980	0.4171494173
981	0.4171460672
982	0.4171437838
983	0.417138612
984	0.4171331589
985	0.417127401
986	0.417116065
987	0.4171077495
988	0.4171013337
989	0.4170962881
990	0.4170883824
991	0.417085624
992	0.4170788721
993	0.4170667685
994	0.4170571746
995	0.4170535025
996	0.4170523629
997	0.4170454415
998	0.4170226847
999	0.4170155822
